row_id,#source,#lat_deg,#lon_deg,#report_date,#status_id,#water_source,#water_source_clean,#water_tech_clean,#water_tech,#facility_type,#adm2,#management,#pay,#status,#subjective_quality,#notes,#photo_lnk,water_tech_original,water_source_original,management_clean,management_original,water_source_category,water_tech_category,count,Population,Classification as urban/semi-urban/rural,Income classification,Water demand (lpcd)
186268,"Federal Ministry of Water Resources, Nigeria",6.4107683,3.1252217,13-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump - Solar,solar,Improved,Ojo,NA,No,Non-functional Technical breakdown,No because of Taste,Orufo CDA,https://akvoflow-55.s3.amazonaws.com/images/01a0562e-97d0-4022-a2d5-62d3feedbe71.jpg,solar,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,598336,Semi-urban,Middle-income,70-120
186015,"Federal Ministry of Water Resources, Nigeria",6.4902933,2.9562767,19-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Badagry,NA,No,Functional (and in use),No because of Colour,BANDU,https://akvoflow-55.s3.amazonaws.com/images/95b26a9c-bb8b-4f76-b182-a329567af95a.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,241437,Rural,Low-income,50-70
185751,"Federal Ministry of Water Resources, Nigeria",6.6151983,3.8972767,29-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Epe,Other,No,Functional (and in use),Acceptable quality,Oke Aladura.Ejirin,https://akvoflow-55.s3.amazonaws.com/images/b941a804-3fc2-4dd7-9d6e-bdf2e8027b00.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,181715,Rural,Low-income,50-70
185281,"Federal Ministry of Water Resources, Nigeria",6.4836283,3.3891767,11-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Lagos Mainland,NA,No,Non-functional Dry/low-yielding,No because of Colour,iddo,https://akvoflow-55.s3.amazonaws.com/images/aba10a2a-d972-49d6-be0c-5eefb398da27.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,317980,Semi-urban,Middle-income,70-120
185630,"Federal Ministry of Water Resources, Nigeria",6.5304033,3.3510767,23-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Mushin,NA,No,Non-functional Technical breakdown,Acceptable quality,wey,https://akvoflow-55.s3.amazonaws.com/images/062b6209-44f8-42ad-90c4-cd64da033344.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,633543,Semi-urban,Middle-income,70-120
185185,"Federal Ministry of Water Resources, Nigeria",6.6382883,3.3439167,07-05-2015 00:00,Yes,Improved Protected dug well,Protected Shallow Well,Mechanized Pump,Motorised,Improved,Ikeja,Private Operator/Delegated Management,No,Functional (and in use),Acceptable quality,Aguda,https://akvoflow-55.s3.amazonaws.com/images/53aa4b7f-8a75-492d-a83c-1ed7fa40f369.jpg,motorised,improved protected dug well,Private Operator/Delegated Management,private operator/delegated management,Well,Mechanized Pump,1,313333,Urban,High-income,120-150
185644,"Federal Ministry of Water Resources, Nigeria",6.6263317,3.773395,28-05-2015 00:00,Yes,Improved Tube well or borehole,Protected Spring,NA,Gravity,Improved,Epe,Other,No,Functional and in use but in bad shape,No because of Taste,Olofin Road .Orugbo.Agbowa Ikosi.,https://akvoflow-55.s3.amazonaws.com/images/caabfb0a-48b0-4170-b7a1-9bff378a381a.jpg,NA,gravity,Other,other,Spring,NA,1,181715,Rural,Low-income,50-70
186004,"Federal Ministry of Water Resources, Nigeria",6.566985,3.2797517,28-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Other,No,Functional (and in use),No because of Taste,Kosoko street,https://akvoflow-55.s3.amazonaws.com/images/fe9315ed-eaf7-4015-8c44-32c50ebef3e0.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
186089,"Federal Ministry of Water Resources, Nigeria",6.5180896,3.2525808,01-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Community Management,No,Functional (but not in use) Technical breakdown,Acceptable quality,Olabisi Nanna st Ijegun,https://akvoflow-55.s3.amazonaws.com/images/8c57e1d0-6ea6-4938-ac91-a308e2887d1f.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
186316,"Federal Ministry of Water Resources, Nigeria",6.6127667,3.5098683,27-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ikorodu,Community Management,No,Functional (and in use),No because of Taste,"Itakamoju, Ijomu",https://akvoflow-55.s3.amazonaws.com/images/f7d6a62c-f25c-435d-86e3-38448c83967d.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,535811,Rural,Low-income,50-70
185442,"Federal Ministry of Water Resources, Nigeria",6.6128783,3.313855,10-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Agege,Other,No,Functional (and in use),Acceptable quality,Dopemu,https://akvoflow-55.s3.amazonaws.com/images/02bdb270-540b-43b7-9308-741d8b1088fb.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,461123,Semi-urban,Middle-income,70-120
185242,"Federal Ministry of Water Resources, Nigeria",6.6735283,3.9823067,31-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Epe,NA,No,Non-functional Totally Damaged,Acceptable quality,Odogbawojo,https://akvoflow-55.s3.amazonaws.com/images/3b56c363-345c-49e7-90a9-582b18f17988.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,181715,Rural,Low-income,50-70
185110,"Federal Ministry of Water Resources, Nigeria",6.5425272,3.2785632,04-06-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Community Management,No,Non-functional Technical breakdown,Acceptable quality,"Palace cr, Egbe",https://akvoflow-55.s3.amazonaws.com/images/d206c004-8e1b-4699-8a6f-2a11929efe9c.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
185349,"Federal Ministry of Water Resources, Nigeria",6.60122,3.334715,07-05-2015 00:00,No,Improved Tube well or borehole,Protected Spring,NA,Gravity,Improved,Ikeja,Direct Government Operation,No,Non-functional New under construction,Acceptable quality,Anifowoshe Primary school,https://akvoflow-55.s3.amazonaws.com/images/89730fbb-6c71-413e-97c1-cf6dc7c3b0d8.jpg,NA,gravity,Direct Government Operation,direct government operation,Spring,NA,1,313333,Urban,High-income,120-150
186079,"Federal Ministry of Water Resources, Nigeria",6.4105867,2.9288367,17-05-2015 00:00,Yes,Improved Protected dug well,Protected Shallow Well,Mechanized Pump,Motorised,Improved,Badagry,Community Management,No,Functional (and in use),Acceptable quality,TOPO,https://akvoflow-55.s3.amazonaws.com/images/859e6d83-74ea-4395-bd47-13cc2eb61e1d.jpg,motorised,improved protected dug well,Community Management,community management,Well,Mechanized Pump,1,241437,Rural,Low-income,50-70
184978,"Federal Ministry of Water Resources, Nigeria",6.4116083,3.0883367,19-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump - Solar,solar,Improved,Badagry,NA,No,Non-functional Technical breakdown,No because of Taste,Ojogun CDA,https://akvoflow-55.s3.amazonaws.com/images/b76cb110-15a3-49ba-aefd-3fd88ab2e69a.jpg,solar,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,241437,Rural,Low-income,50-70
185909,"Federal Ministry of Water Resources, Nigeria",6.6120333,3.2764567,28-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Other,No,Functional (and in use),Acceptable quality,Baale street,https://akvoflow-55.s3.amazonaws.com/images/93ca4803-a809-4480-a1b7-29310816b988.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
185202,"Federal Ministry of Water Resources, Nigeria",6.5947533,3.3898917,10-05-2015 00:00,Yes,Improved Protected dug well,Protected Shallow Well,Mechanized Pump,Motorised,Improved,Kosofe,Direct Government Operation,Yes Point of collection,Functional (and in use),Acceptable quality,"Demurin,Alapeere",https://akvoflow-55.s3.amazonaws.com/images/20a93a3e-25c4-4b30-a14f-d61771ee7004.jpg,motorised,improved protected dug well,Direct Government Operation,direct government operation,Well,Mechanized Pump,1,665421,Semi-urban,Middle-income,70-120
185363,"Federal Ministry of Water Resources, Nigeria",6.5403817,3.3582867,23-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Mushin,NA,No,Non-functional Technical breakdown,No because of Taste,ilupeju,https://akvoflow-55.s3.amazonaws.com/images/e174ccee-ede2-4672-8af8-392e0a2abc96.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,633543,Semi-urban,Middle-income,70-120
185470,"Federal Ministry of Water Resources, Nigeria",6.4481067,3.3977867,18-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Hand Pump,Hand pump,Improved,Lagos Island,Direct Government Operation,No,Functional (and in use),Acceptable quality,campous,https://akvoflow-55.s3.amazonaws.com/images/1d5d31cd-4052-4ebb-ab83-55161cf9ed71.jpg,hand pump,improved tube well or borehole,Direct Government Operation,direct government operation,Well,Hand Pump,1,209665,Urban,High-income,120-150
184878,"Federal Ministry of Water Resources, Nigeria",6.5757173,3.2848849,04-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Community Management,No,Functional (and in use),Acceptable quality,"Palace area, Idimu",https://akvoflow-55.s3.amazonaws.com/images/958f90af-55a0-454f-af3e-d485c518aeb4.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
185159,"Federal Ministry of Water Resources, Nigeria",6.438515,3.928635,03-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Hand Pump,Hand pump,Improved,Ibeju-Lekki,Institutional Management - School,No,Functional (and in use),Acceptable quality,Akodo/Orofun Senior high School,https://akvoflow-55.s3.amazonaws.com/images/5eff0e23-6182-4366-b988-5664edead065.jpg,hand pump,improved tube well or borehole,School Management,institutional management - school,Well,Hand Pump,1,117542,Urban,High-income,120-150
186032,"Federal Ministry of Water Resources, Nigeria",6.511365,3.39103,22-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Shomolu,Other,No,Functional (and in use),Acceptable quality,International School University of Lagos,https://akvoflow-55.s3.amazonaws.com/images/7a022d71-31ed-40a9-b5a6-624c1ddf3327.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,402992,Semi-urban,Middle-income,70-120
185043,"Federal Ministry of Water Resources, Nigeria",6.5431773,3.279129,04-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Community Management,No,Functional (and in use),Acceptable quality,"Omoboriowo str, Egbe",https://akvoflow-55.s3.amazonaws.com/images/7420c15b-9426-4344-9365-bab8df0c5a9b.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
185010,"Federal Ministry of Water Resources, Nigeria",6.436665,3.43814,20-05-2015 00:00,Yes,Improved Protected spring,Protected Spring,Mechanized Pump,Motorised,Improved,Eti-Osa,Institutional Management - School,No,Functional (and in use),No because of Odour,victoria lsland primary school,https://akvoflow-55.s3.amazonaws.com/images/a592bf9b-c394-4e2a-9fa1-e3a44df28c7c.jpg,motorised,improved protected spring,School Management,institutional management - school,Spring,Mechanized Pump,1,287958,Urban,High-income,120-150
185149,"Federal Ministry of Water Resources, Nigeria",6.6598717,3.3220917,11-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ifako-Ijaye,NA,No,Non-functional Dry/low-yielding,No because of Colour,Iju Station,https://akvoflow-55.s3.amazonaws.com/images/a3fe4444-9b33-4a7c-8ad2-5fdb30fc65c9.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,428812,Semi-urban,Middle-income,70-120
185195,"Federal Ministry of Water Resources, Nigeria",6.6734417,3.9816067,31-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Hand Pump,Hand pump,Improved,Epe,NA,No,Non-functional Technical breakdown,Acceptable quality,Odogbawojo.Mojoda,https://akvoflow-55.s3.amazonaws.com/images/f459544c-36ac-44ad-a94f-67963a5eabe2.jpg,hand pump,improved tube well or borehole,NA,NA,Well,Hand Pump,1,181715,Rural,Low-income,50-70
185107,"Federal Ministry of Water Resources, Nigeria",6.64901,3.7114867,28-05-2015 00:00,Yes,Improved Tube well or borehole,Protected Spring,NA,Gravity,Improved,Epe,Other,No,Functional (and in use),Acceptable quality,Lagos road.Agbowa.,https://akvoflow-55.s3.amazonaws.com/images/518225ac-614a-4829-92d0-aee06f4297ce.jpg,NA,gravity,Other,other,Spring,NA,1,181715,Rural,Low-income,50-70
185862,"Federal Ministry of Water Resources, Nigeria",6.4172283,3.1438883,13-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ojo,NA,No,Non-functional Technical breakdown,No because of Taste,origbongbo,https://akvoflow-55.s3.amazonaws.com/images/fb41bdd4-eebd-4c40-9537-ac35b1ce9d5f.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,598336,Semi-urban,Middle-income,70-120
186208,"Federal Ministry of Water Resources, Nigeria",6.4243267,4.022445,10-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ibeju-Lekki,NA,No,Non-functional Technical/Machine breakdown,Acceptable quality,Idotun,https://akvoflow-55.s3.amazonaws.com/images/3b0a6e86-f4fb-4bed-9c0d-8e76d4f249bc.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,117542,Urban,High-income,120-150
185908,"Federal Ministry of Water Resources, Nigeria",6.5670017,3.2793333,28-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,NA,No,Non-functional Technical breakdown,No because of Colour,Lateef Jakande Street,https://akvoflow-55.s3.amazonaws.com/images/d39d4958-0b90-4c5e-ac98-02b03a2bc9e0.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
186057,"Federal Ministry of Water Resources, Nigeria",6.439145,3.3440967,12-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ajeromi-Ifelodun,Direct Government Operation,No,Functional (and in use),Acceptable quality,tolu apapa,NA,motorised,improved tube well or borehole,Direct Government Operation,direct government operation,Well,Mechanized Pump,1,2000346,Semi-urban,Middle-income,70-120
186172,"Federal Ministry of Water Resources, Nigeria",6.4946483,3.3492067,08-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Hand Pump,Manual,Improved,Surulere,NA,Yes Point of collection,Functional (and in use),No because of Taste,babs animashaun,https://akvoflow-55.s3.amazonaws.com/images/93c173a4-5f50-4ba4-ac21-9eb090b1a6f6.jpg,manual,improved tube well or borehole,NA,NA,Well,Hand Pump,1,504409,Semi-urban,Middle-income,70-120
186311,"Federal Ministry of Water Resources, Nigeria",6.4581617,3.392945,15-05-2015 00:00,No,Improved Protected spring,Protected Spring,Mechanized Pump,Motorised,Improved,Lagos Island,NA,No,Non-functional New under construction,No because of Taste,idunmagbo,NA,motorised,improved protected spring,NA,NA,Spring,Mechanized Pump,1,209665,Urban,High-income,120-150
186084,"Federal Ministry of Water Resources, Nigeria",6.6237633,3.30558,13-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Agege,Institutional Management - School,No,Functional (and in use),Acceptable quality,oyewole,https://akvoflow-55.s3.amazonaws.com/images/a9c35e2e-5b5a-48f0-8098-3be81a7f42ae.jpg,motorised,improved tube well or borehole,School Management,institutional management - school,Well,Mechanized Pump,1,461123,Semi-urban,Middle-income,70-120
185346,"Federal Ministry of Water Resources, Nigeria",6.4424,3.87252,04-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Hand Pump,Hand pump,Improved,Ibeju-Lekki,Other,No,Functional (and in use),Acceptable quality,Magbon alade senior secondary school,https://akvoflow-55.s3.amazonaws.com/images/790ccb0b-7aff-4679-b329-0d85a7990134.jpg,hand pump,improved tube well or borehole,Other,other,Well,Hand Pump,1,117542,Urban,High-income,120-150
184860,"Federal Ministry of Water Resources, Nigeria",6.53114,3.355285,25-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Mushin,NA,Yes Point of collection,Functional (and in use),Acceptable quality,abiodun,https://akvoflow-55.s3.amazonaws.com/images/1e4bf2f0-eaec-44b0-bc4f-4c35fe6fb88e.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,633543,Semi-urban,Middle-income,70-120
185223,"Federal Ministry of Water Resources, Nigeria",6.6094233,3.2585883,26-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,NA,No,Functional (and in use),Acceptable quality,Olude Compound,https://akvoflow-55.s3.amazonaws.com/images/5467d3cb-f6d1-41af-9c9d-7044111be9b5.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
186111,"Federal Ministry of Water Resources, Nigeria",6.6640717,3.6718217,31-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ikorodu,Community Management,No,Functional (and in use),Acceptable quality,"Atere , Ogunshile compound, Imota.",https://akvoflow-55.s3.amazonaws.com/images/137415bb-b9d8-4ca9-b9ff-dbb16f57b97f.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,535811,Rural,Low-income,50-70
184861,"Federal Ministry of Water Resources, Nigeria",6.495845,3.12134,14-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ojo,Other,No,Non-functional Technical breakdown,Acceptable quality,Ijanikin,https://akvoflow-55.s3.amazonaws.com/images/0c990ccd-b392-464d-8c4f-1738dc09b2ee.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,598336,Semi-urban,Middle-income,70-120
185170,"Federal Ministry of Water Resources, Nigeria",6.477075,3.7061883,06-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ibeju-Lekki,Private Operator/Delegated Management,No,Functional (and in use),Acceptable quality,Awoyaya,https://akvoflow-55.s3.amazonaws.com/images/c604d938-075c-489c-901d-bd763f65cd60.jpg,motorised,improved tube well or borehole,Private Operator/Delegated Management,private operator/delegated management,Well,Mechanized Pump,1,117542,Urban,High-income,120-150
185894,"Federal Ministry of Water Resources, Nigeria",6.4894717,3.3427117,08-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Surulere,Other,No,Functional (and in use),Acceptable quality,Yemi babalola street,https://akvoflow-55.s3.amazonaws.com/images/9f11f577-52f8-45ca-9e78-a9fbac7d3025.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,504409,Semi-urban,Middle-income,70-120
185217,"Federal Ministry of Water Resources, Nigeria",6.60645,3.990645,31-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Epe,Institutional Management - School,No,Functional (and in use),Acceptable quality,"Odomola Junior Secondary School,.Odomola Epe",https://akvoflow-55.s3.amazonaws.com/images/cb1ca0f6-38a1-4925-9c2c-a91b702f111a.jpg,motorised,improved tube well or borehole,School Management,institutional management - school,Well,Mechanized Pump,1,181715,Rural,Low-income,50-70
185556,"Federal Ministry of Water Resources, Nigeria",6.5609771,3.2606432,03-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,Community Management,No,Functional (and in use),Acceptable quality,"Gabriel Adeyemi str, Ikotun",https://akvoflow-55.s3.amazonaws.com/images/b5164db2-ec52-465e-a9bb-acd77a32a3e1.jpg,motorised,improved tube well or borehole,Community Management,community management,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
186321,"Federal Ministry of Water Resources, Nigeria",6.4378083,3.9307333,03-06-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ibeju-Lekki,Institutional Management - School,No,Functional (and in use),No because of Colour,L.G primary School Akodo,https://akvoflow-55.s3.amazonaws.com/images/aa0d4e5f-682f-4609-afe3-61068016cb09.jpg,motorised,improved tube well or borehole,School Management,institutional management - school,Well,Mechanized Pump,1,117542,Urban,High-income,120-150
186348,"Federal Ministry of Water Resources, Nigeria",6.600495,3.3857467,09-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Kosofe,Other,Yes Point of collection,Functional (and in use),Acceptable quality,Orile ketu,https://akvoflow-55.s3.amazonaws.com/images/2c94dfdf-7024-4200-a375-9551e476a1a9.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,665421,Semi-urban,Middle-income,70-120
185406,"Federal Ministry of Water Resources, Nigeria",6.67133,3.67538,30-05-2015 00:00,Yes,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Ikorodu,Other,No,Functional (and in use),Acceptable quality,"Iradelu, off Agundungbun Imota.",https://akvoflow-55.s3.amazonaws.com/images/c409d751-cb75-47bc-9c01-84227ea12330.jpg,motorised,improved tube well or borehole,Other,other,Well,Mechanized Pump,1,535811,Rural,Low-income,50-70
185680,"Federal Ministry of Water Resources, Nigeria",6.6108296,3.3020372,28-05-2015 00:00,No,Improved Tube well or borehole,Borehole,Mechanized Pump,Motorised,Improved,Alimosho,NA,No,Non-functional Technical breakdown,Acceptable quality,Alimosho,https://akvoflow-55.s3.amazonaws.com/images/111f02d2-775e-4ee0-8b19-73aca9678602.jpg,motorised,improved tube well or borehole,NA,NA,Well,Mechanized Pump,1,11456783,Semi-urban,Middle-income,70-120
